Fecha,NO,NO2,SO2,O3,NOX,C6H6,C7H8,XIL,PM10,Ruido
15 ene. 2017 04:01,6.0,11.0,15.0,62.0,20.0,,,,4.0,
15 ene. 2017 05:01,3.0,7.0,14.0,66.0,12.0,,,,3.0,
15 ene. 2017 06:01,4.0,8.0,14.0,65.0,13.0,,,,2.0,
15 ene. 2017 07:01,4.0,10.0,11.0,67.0,16.0,,,,5.0,
15 ene. 2017 08:01,4.0,16.0,12.0,69.0,22.0,,,,3.0,
15 ene. 2017 09:01,3.0,10.0,14.0,70.0,15.0,,,,6.0,
15 ene. 2017 10:01,6.0,11.0,10.0,70.0,20.0,,,,7.0,
15 ene. 2017 11:01,5.0,11.0,8.0,73.0,18.0,,,,13.0,
15 ene. 2017 12:01,6.0,10.0,9.0,74.0,19.0,,,,14.0,
15 ene. 2017 13:01,4.0,11.0,11.0,73.0,16.0,,,,17.0,
15 ene. 2017 14:01,6.0,14.0,15.0,75.0,24.0,,,,60.0,
15 ene. 2017 15:01,5.0,10.0,15.0,77.0,18.0,,,,37.0,
15 ene. 2017 16:01,5.0,9.0,11.0,77.0,16.0,,,,11.0,
15 ene. 2017 17:01,5.0,9.0,12.0,76.0,16.0,,,,10.0,
15 ene. 2017 18:01,6.0,11.0,13.0,73.0,19.0,,,,7.0,
15 ene. 2017 19:01,5.0,13.0,10.0,68.0,20.0,,,,8.0,
15 ene. 2017 20:01,7.0,21.0,8.0,63.0,31.0,,,,6.0,
15 ene. 2017 21:01,6.0,28.0,9.0,56.0,37.0,,,,8.0,
15 ene. 2017 22:01,3.0,25.0,11.0,59.0,29.0,,,,8.0,
15 ene. 2017 23:01,3.0,19.0,12.0,64.0,25.0,,,,5.0,
16 ene. 2017 00:01,4.0,13.0,10.0,66.0,20.0,,,,4.0,
16 ene. 2017 01:01,3.0,10.0,11.0,66.0,15.0,,,,4.0,
16 ene. 2017 02:01,4.0,8.0,11.0,68.0,14.0,,,,4.0,
16 ene. 2017 03:01,5.0,9.0,10.0,68.0,17.0,,,,3.0,
16 ene. 2017 04:01,3.0,8.0,11.0,71.0,13.0,,,,4.0,
16 ene. 2017 05:01,2.0,9.0,9.0,72.0,12.0,,,,6.0,
16 ene. 2017 06:01,3.0,9.0,9.0,72.0,14.0,,,,6.0,
16 ene. 2017 07:01,4.0,10.0,11.0,72.0,16.0,,,,20.0,
16 ene. 2017 08:01,5.0,20.0,11.0,69.0,27.0,,,,11.0,
16 ene. 2017 09:01,5.0,22.0,9.0,69.0,30.0,,,,20.0,
16 ene. 2017 10:01,4.0,24.0,10.0,69.0,31.0,,,,43.0,
16 ene. 2017 11:01,8.0,17.0,10.0,72.0,30.0,,,,77.0,
16 ene. 2017 12:01,6.0,16.0,9.0,74.0,25.0,,,,138.0,
16 ene. 2017 13:01,6.0,15.0,10.0,74.0,24.0,,,,76.0,
16 ene. 2017 14:01,5.0,15.0,9.0,74.0,22.0,,,,28.0,
16 ene. 2017 15:01,5.0,14.0,8.0,74.0,22.0,,,,17.0,
16 ene. 2017 16:01,6.0,15.0,10.0,73.0,24.0,,,,20.0,
16 ene. 2017 17:01,5.0,19.0,10.0,70.0,27.0,,,,19.0,
16 ene. 2017 18:01,5.0,20.0,11.0,67.0,27.0,,,,14.0,
16 ene. 2017 19:01,7.0,32.0,14.0,61.0,44.0,,,,19.0,
16 ene. 2017 20:01,7.0,30.0,12.0,59.0,41.0,,,,15.0,
16 ene. 2017 21:01,7.0,32.0,11.0,60.0,42.0,,,,17.0,
16 ene. 2017 22:01,4.0,18.0,10.0,64.0,24.0,,,,11.0,
16 ene. 2017 23:01,4.0,13.0,14.0,65.0,19.0,,,,13.0,
17 ene. 2017 00:01,4.0,10.0,11.0,65.0,17.0,,,,8.0,
17 ene. 2017 01:01,4.0,11.0,10.0,63.0,17.0,,,,8.0,
17 ene. 2017 02:01,5.0,9.0,10.0,64.0,16.0,,,,6.0,
17 ene. 2017 03:01,3.0,10.0,8.0,63.0,14.0,,,,5.0,
17 ene. 2017 04:01,3.0,20.0,11.0,59.0,25.0,,,,4.0,
17 ene. 2017 05:01,5.0,14.0,14.0,60.0,21.0,,,,6.0,
17 ene. 2017 06:01,3.0,10.0,13.0,62.0,14.0,,,,16.0,
17 ene. 2017 07:01,5.0,12.0,14.0,62.0,19.0,,,,9.0,
17 ene. 2017 08:01,7.0,22.0,19.0,57.0,33.0,,,,7.0,
17 ene. 2017 09:01,5.0,25.0,20.0,56.0,32.0,,,,10.0,
17 ene. 2017 10:01,7.0,23.0,12.0,53.0,34.0,,,,14.0,
17 ene. 2017 11:01,8.0,25.0,7.0,54.0,37.0,,,,18.0,
17 ene. 2017 12:01,7.0,19.0,7.0,55.0,29.0,,,,41.0,
17 ene. 2017 13:01,4.0,19.0,9.0,58.0,24.0,,,,26.0,
17 ene. 2017 14:01,4.0,19.0,10.0,59.0,25.0,,,,14.0,
17 ene. 2017 15:01,4.0,15.0,9.0,64.0,21.0,,,,11.0,
17 ene. 2017 16:01,3.0,16.0,11.0,66.0,21.0,,,,13.0,
17 ene. 2017 17:01,4.0,18.0,13.0,67.0,25.0,,,,21.0,
17 ene. 2017 18:01,5.0,23.0,12.0,66.0,29.0,,,,23.0,
17 ene. 2017 19:01,4.0,28.0,11.0,62.0,33.0,,,,19.0,
17 ene. 2017 20:01,4.0,32.0,12.0,58.0,39.0,,,,18.0,
17 ene. 2017 21:01,4.0,41.0,11.0,52.0,48.0,,,,18.0,
17 ene. 2017 22:01,3.0,24.0,10.0,61.0,29.0,,,,9.0,
17 ene. 2017 23:01,4.0,19.0,9.0,62.0,24.0,,,,9.0,
18 ene. 2017 00:01,3.0,16.0,8.0,66.0,21.0,,,,5.0,
18 ene. 2017 01:01,3.0,17.0,8.0,64.0,22.0,,,,6.0,
18 ene. 2017 02:01,5.0,20.0,13.0,58.0,28.0,,,,8.0,
18 ene. 2017 03:01,3.0,13.0,11.0,65.0,18.0,,,,2.0,
18 ene. 2017 04:01,4.0,12.0,10.0,64.0,17.0,,,,6.0,
18 ene. 2017 05:01,4.0,14.0,8.0,56.0,20.0,,,,7.0,
18 ene. 2017 06:01,4.0,16.0,6.0,56.0,22.0,,,,2.0,
18 ene. 2017 07:01,5.0,25.0,8.0,52.0,33.0,,,,8.0,
18 ene. 2017 08:01,8.0,48.0,10.0,39.0,60.0,,,,15.0,
18 ene. 2017 09:01,10.0,48.0,10.0,46.0,63.0,,,,17.0,
18 ene. 2017 10:01,7.0,32.0,10.0,52.0,44.0,,,,22.0,
18 ene. 2017 11:01,6.0,28.0,7.0,53.0,37.0,,,,29.0,
18 ene. 2017 12:01,8.0,30.0,8.0,53.0,42.0,,,,16.0,
18 ene. 2017 13:01,7.0,34.0,10.0,51.0,46.0,,,,9.0,
18 ene. 2017 14:01,9.0,49.0,10.0,45.0,63.0,,,,5.0,
18 ene. 2017 15:01,14.0,64.0,10.0,43.0,84.0,,,,7.0,
18 ene. 2017 16:01,9.0,41.0,15.0,45.0,54.0,,,,8.0,
18 ene. 2017 17:01,9.0,51.0,17.0,40.0,65.0,,,,12.0,
18 ene. 2017 18:01,6.0,32.0,17.0,47.0,42.0,,,,9.0,
18 ene. 2017 19:01,6.0,39.0,11.0,46.0,48.0,,,,9.0,
18 ene. 2017 20:01,4.0,41.0,8.0,46.0,46.0,,,,12.0,
18 ene. 2017 21:01,5.0,39.0,7.0,50.0,48.0,,,,8.0,
18 ene. 2017 22:01,3.0,35.0,11.0,50.0,39.0,,,,6.0,
18 ene. 2017 23:01,4.0,30.0,16.0,51.0,36.0,,,,5.0,
19 ene. 2017 00:01,5.0,20.0,15.0,56.0,27.0,,,,3.0,
19 ene. 2017 01:01,4.0,17.0,9.0,59.0,23.0,,,,4.0,
19 ene. 2017 02:01,4.0,17.0,10.0,59.0,23.0,,,,5.0,
19 ene. 2017 03:01,4.0,16.0,9.0,58.0,22.0,,,,9.0,
19 ene. 2017 04:01,4.0,15.0,11.0,59.0,20.0,,,,6.0,
19 ene. 2017 05:01,3.0,13.0,12.0,60.0,17.0,,,,3.0,
19 ene. 2017 06:01,4.0,15.0,9.0,55.0,21.0,,,,5.0,
19 ene. 2017 07:01,4.0,22.0,12.0,48.0,28.0,,,,7.0,
19 ene. 2017 08:01,4.0,27.0,13.0,46.0,33.0,,,,7.0,
19 ene. 2017 09:01,5.0,30.0,14.0,45.0,37.0,,,,7.0,
19 ene. 2017 10:01,4.0,27.0,17.0,48.0,32.0,,,,2.0,
19 ene. 2017 11:01,,,,,,,,,3.0,
19 ene. 2017 12:01,6.0,35.0,15.0,43.0,44.0,,,,3.0,
19 ene. 2017 13:01,6.0,32.0,10.0,47.0,40.0,,,,4.0,
19 ene. 2017 14:01,11.0,44.0,12.0,50.0,60.0,,,,11.0,
19 ene. 2017 15:01,7.0,39.0,9.0,52.0,51.0,,,,9.0,
19 ene. 2017 16:01,7.0,35.0,11.0,52.0,46.0,,,,5.0,
19 ene. 2017 17:01,7.0,35.0,9.0,50.0,44.0,,,,4.0,
19 ene. 2017 18:01,5.0,33.0,9.0,52.0,41.0,,,,5.0,
19 ene. 2017 19:01,5.0,31.0,9.0,51.0,38.0,,,,4.0,
19 ene. 2017 20:01,4.0,29.0,12.0,55.0,36.0,,,,4.0,
19 ene. 2017 21:01,3.0,24.0,13.0,58.0,28.0,,,,3.0,
19 ene. 2017 22:01,5.0,26.0,10.0,55.0,34.0,,,,7.0,
19 ene. 2017 23:01,4.0,22.0,7.0,56.0,28.0,,,,8.0,
20 ene. 2017 00:01,4.0,22.0,8.0,51.0,28.0,,,,7.0,
20 ene. 2017 01:01,4.0,28.0,11.0,42.0,33.0,,,,9.0,
20 ene. 2017 02:01,4.0,20.0,12.0,38.0,26.0,,,,6.0,
20 ene. 2017 03:01,4.0,17.0,11.0,43.0,22.0,,,,8.0,
20 ene. 2017 04:01,5.0,17.0,8.0,42.0,25.0,,,,7.0,
20 ene. 2017 05:01,5.0,17.0,6.0,41.0,24.0,,,,7.0,
20 ene. 2017 06:01,4.0,22.0,5.0,41.0,29.0,,,,7.0,
20 ene. 2017 07:01,4.0,35.0,11.0,33.0,41.0,,,,5.0,
20 ene. 2017 08:01,9.0,65.0,13.0,25.0,79.0,,,,7.0,
20 ene. 2017 09:01,29.0,125.0,14.0,8.0,170.0,,,,8.0,
20 ene. 2017 10:01,39.0,114.0,12.0,12.0,174.0,,,,13.0,
20 ene. 2017 11:01,16.0,67.0,12.0,29.0,91.0,,,,13.0,
20 ene. 2017 12:01,17.0,52.0,11.0,36.0,77.0,,,,17.0,
20 ene. 2017 13:01,8.0,27.0,13.0,49.0,39.0,,,,17.0,
20 ene. 2017 14:01,6.0,23.0,11.0,56.0,33.0,,,,14.0,
20 ene. 2017 15:01,6.0,21.0,10.0,59.0,31.0,,,,18.0,
20 ene. 2017 16:01,8.0,31.0,9.0,53.0,44.0,,,,26.0,
20 ene. 2017 17:01,6.0,30.0,8.0,57.0,40.0,,,,26.0,
20 ene. 2017 18:01,6.0,39.0,9.0,53.0,48.0,,,,39.0,
20 ene. 2017 19:01,6.0,47.0,13.0,46.0,56.0,,,,34.0,
20 ene. 2017 20:01,7.0,30.0,16.0,56.0,41.0,,,,14.0,
20 ene. 2017 21:01,7.0,44.0,17.0,50.0,55.0,,,,7.0,
20 ene. 2017 22:01,7.0,31.0,11.0,51.0,42.0,,,,14.0,
20 ene. 2017 23:01,6.0,56.0,6.0,30.0,66.0,,,,17.0,
21 ene. 2017 00:01,5.0,38.0,6.0,39.0,45.0,,,,16.0,
21 ene. 2017 01:01,4.0,22.0,11.0,46.0,28.0,,,,15.0,
21 ene. 2017 02:01,4.0,14.0,13.0,57.0,20.0,,,,10.0,
21 ene. 2017 03:01,3.0,11.0,14.0,63.0,16.0,,,,8.0,
21 ene. 2017 04:01,3.0,19.0,12.0,57.0,23.0,,,,7.0,
21 ene. 2017 05:01,3.0,19.0,11.0,55.0,24.0,,,,3.0,
21 ene. 2017 06:01,4.0,19.0,12.0,54.0,26.0,,,,4.0,
21 ene. 2017 07:01,5.0,22.0,11.0,52.0,30.0,,,,2.0,
21 ene. 2017 08:01,74.0,35.0,11.0,49.0,148.0,,,,4.0,
21 ene. 2017 09:01,4.0,27.0,9.0,54.0,32.0,,,,4.0,
21 ene. 2017 10:01,5.0,28.0,7.0,55.0,36.0,,,,4.0,
21 ene. 2017 11:01,6.0,25.0,7.0,56.0,35.0,,,,5.0,
21 ene. 2017 12:01,5.0,27.0,4.0,56.0,35.0,,,,6.0,
21 ene. 2017 13:01,6.0,30.0,8.0,56.0,39.0,,,,10.0,
21 ene. 2017 14:01,4.0,27.0,6.0,58.0,34.0,,,,8.0,
21 ene. 2017 15:01,5.0,27.0,8.0,60.0,34.0,,,,10.0,
21 ene. 2017 16:01,5.0,26.0,11.0,58.0,33.0,,,,7.0,
21 ene. 2017 17:01,4.0,28.0,13.0,58.0,35.0,,,,6.0,
21 ene. 2017 18:01,5.0,27.0,14.0,59.0,34.0,,,,8.0,
21 ene. 2017 19:01,6.0,28.0,10.0,59.0,37.0,,,,9.0,
21 ene. 2017 20:01,5.0,29.0,10.0,58.0,36.0,,,,8.0,
21 ene. 2017 21:01,4.0,26.0,10.0,61.0,32.0,,,,6.0,
21 ene. 2017 22:01,4.0,26.0,13.0,61.0,33.0,,,,7.0,
21 ene. 2017 23:01,4.0,23.0,15.0,62.0,29.0,,,,5.0,
22 ene. 2017 00:01,5.0,22.0,14.0,62.0,30.0,,,,6.0,
22 ene. 2017 01:01,3.0,21.0,14.0,64.0,26.0,,,,5.0,
22 ene. 2017 02:01,4.0,21.0,14.0,65.0,27.0,,,,5.0,
22 ene. 2017 03:01,4.0,18.0,14.0,65.0,23.0,,,,6.0,
22 ene. 2017 04:01,3.0,13.0,9.0,64.0,17.0,,,,3.0,
22 ene. 2017 05:01,4.0,13.0,5.0,64.0,19.0,,,,7.0,
22 ene. 2017 06:01,6.0,13.0,7.0,64.0,23.0,,,,7.0,
22 ene. 2017 07:01,3.0,13.0,12.0,63.0,17.0,,,,8.0,
22 ene. 2017 08:01,4.0,15.0,13.0,63.0,20.0,,,,9.0,
22 ene. 2017 09:01,5.0,16.0,11.0,63.0,23.0,,,,9.0,
22 ene. 2017 10:01,6.0,18.0,9.0,63.0,27.0,,,,9.0,
22 ene. 2017 11:01,6.0,16.0,9.0,66.0,25.0,,,,11.0,
22 ene. 2017 12:01,5.0,18.0,10.0,66.0,26.0,,,,12.0,
22 ene. 2017 13:01,4.0,18.0,8.0,68.0,25.0,,,,11.0,
22 ene. 2017 14:01,5.0,20.0,7.0,69.0,27.0,,,,8.0,
22 ene. 2017 15:01,4.0,18.0,6.0,70.0,24.0,,,,11.0,
22 ene. 2017 16:01,4.0,18.0,8.0,72.0,24.0,,,,10.0,
22 ene. 2017 17:01,5.0,18.0,6.0,73.0,25.0,,,,9.0,
22 ene. 2017 18:01,3.0,25.0,6.0,64.0,30.0,,,,17.0,
22 ene. 2017 19:01,6.0,34.0,7.0,52.0,43.0,,,,22.0,
22 ene. 2017 20:01,5.0,46.0,7.0,38.0,54.0,,,,25.0,
22 ene. 2017 21:01,6.0,62.0,8.0,27.0,71.0,,,,21.0,
22 ene. 2017 22:01,6.0,53.0,10.0,36.0,62.0,,,,9.0,
22 ene. 2017 23:01,5.0,30.0,11.0,48.0,39.0,,,,8.0,
23 ene. 2017 00:01,3.0,22.0,12.0,49.0,27.0,,,,11.0,
23 ene. 2017 01:01,3.0,20.0,8.0,52.0,25.0,,,,7.0,
23 ene. 2017 02:01,4.0,15.0,9.0,60.0,21.0,,,,4.0,
23 ene. 2017 03:01,4.0,14.0,9.0,58.0,20.0,,,,6.0,
23 ene. 2017 04:01,4.0,12.0,12.0,57.0,19.0,,,,7.0,
23 ene. 2017 05:01,3.0,13.0,15.0,55.0,16.0,,,,7.0,
23 ene. 2017 06:01,4.0,16.0,15.0,53.0,21.0,,,,6.0,
23 ene. 2017 07:01,5.0,20.0,12.0,53.0,27.0,,,,7.0,
23 ene. 2017 08:01,5.0,27.0,13.0,52.0,34.0,,,,10.0,
23 ene. 2017 09:01,8.0,50.0,12.0,43.0,62.0,,,,14.0,
23 ene. 2017 10:01,7.0,40.0,11.0,47.0,51.0,,,,15.0,
23 ene. 2017 11:01,6.0,28.0,14.0,51.0,36.0,,,,14.0,
23 ene. 2017 12:01,7.0,21.0,12.0,57.0,32.0,,,,14.0,
23 ene. 2017 13:01,5.0,23.0,9.0,59.0,30.0,,,,15.0,
23 ene. 2017 14:01,8.0,33.0,11.0,59.0,44.0,,,,20.0,
23 ene. 2017 15:01,8.0,29.0,9.0,64.0,41.0,,,,17.0,
23 ene. 2017 16:01,6.0,27.0,8.0,63.0,37.0,,,,15.0,
23 ene. 2017 17:01,6.0,33.0,8.0,59.0,42.0,,,,19.0,
23 ene. 2017 18:01,6.0,40.0,9.0,49.0,49.0,,,,24.0,
23 ene. 2017 19:01,13.0,90.0,9.0,31.0,110.0,,,,31.0,
23 ene. 2017 20:01,35.0,135.0,10.0,8.0,188.0,,,,58.0,
23 ene. 2017 21:01,16.0,107.0,9.0,13.0,131.0,,,,30.0,
23 ene. 2017 22:01,10.0,77.0,10.0,31.0,91.0,,,,21.0,
23 ene. 2017 23:01,5.0,28.0,9.0,51.0,35.0,,,,9.0,
24 ene. 2017 00:01,5.0,27.0,10.0,48.0,34.0,,,,9.0,
24 ene. 2017 01:01,6.0,18.0,11.0,55.0,27.0,,,,6.0,
24 ene. 2017 02:01,4.0,18.0,11.0,52.0,25.0,,,,9.0,
24 ene. 2017 03:01,4.0,16.0,13.0,48.0,22.0,,,,6.0,
24 ene. 2017 04:01,3.0,16.0,9.0,49.0,21.0,,,,9.0,
24 ene. 2017 05:01,4.0,18.0,7.0,61.0,23.0,,,,3.0,
24 ene. 2017 06:01,4.0,13.0,8.0,71.0,20.0,,,,16.0,
24 ene. 2017 07:01,10.0,21.0,12.0,66.0,36.0,,,,10.0,
24 ene. 2017 08:01,6.0,38.0,13.0,56.0,46.0,,,,12.0,
24 ene. 2017 09:01,8.0,61.0,12.0,42.0,74.0,,,,24.0,
24 ene. 2017 10:01,11.0,64.0,13.0,40.0,82.0,,,,26.0,
24 ene. 2017 11:01,11.0,46.0,15.0,51.0,63.0,,,,18.0,
24 ene. 2017 12:01,4.0,27.0,16.0,64.0,34.0,,,,17.0,
24 ene. 2017 13:01,7.0,26.0,10.0,66.0,36.0,,,,15.0,
24 ene. 2017 14:01,7.0,29.0,11.0,61.0,40.0,,,,18.0,
24 ene. 2017 15:01,5.0,26.0,9.0,66.0,34.0,,,,9.0,
24 ene. 2017 16:01,6.0,27.0,10.0,67.0,37.0,,,,10.0,
24 ene. 2017 17:01,7.0,33.0,11.0,64.0,44.0,,,,16.0,
24 ene. 2017 18:01,8.0,50.0,11.0,52.0,62.0,,,,32.0,
24 ene. 2017 19:01,20.0,87.0,11.0,25.0,118.0,,,,61.0,
24 ene. 2017 20:01,32.0,131.0,10.0,12.0,180.0,,,,79.0,
24 ene. 2017 21:01,17.0,108.0,11.0,14.0,134.0,,,,41.0,
24 ene. 2017 22:01,9.0,77.0,10.0,21.0,91.0,,,,35.0,
24 ene. 2017 23:01,7.0,63.0,10.0,27.0,74.0,,,,25.0,
25 ene. 2017 00:01,4.0,32.0,9.0,45.0,38.0,,,,19.0,
25 ene. 2017 01:01,4.0,25.0,12.0,47.0,31.0,,,,14.0,
25 ene. 2017 02:01,3.0,25.0,11.0,43.0,30.0,,,,11.0,
25 ene. 2017 03:01,4.0,17.0,12.0,48.0,24.0,,,,8.0,
25 ene. 2017 04:01,4.0,14.0,12.0,45.0,21.0,,,,10.0,
25 ene. 2017 05:01,3.0,12.0,7.0,51.0,17.0,,,,8.0,
25 ene. 2017 06:01,4.0,13.0,9.0,53.0,19.0,,,,10.0,
25 ene. 2017 07:01,5.0,15.0,11.0,51.0,22.0,,,,10.0,
25 ene. 2017 08:01,9.0,24.0,10.0,48.0,38.0,,,,13.0,
25 ene. 2017 09:01,5.0,28.0,12.0,50.0,35.0,,,,17.0,
25 ene. 2017 10:01,17.0,62.0,13.0,48.0,88.0,,,,27.0,
25 ene. 2017 11:01,7.0,33.0,10.0,49.0,43.0,,,,24.0,
25 ene. 2017 12:01,12.0,36.0,11.0,52.0,54.0,,,,27.0,
25 ene. 2017 13:01,8.0,26.0,11.0,65.0,38.0,,,,15.0,
25 ene. 2017 14:01,10.0,22.0,8.0,77.0,37.0,,,,10.0,
25 ene. 2017 15:01,9.0,28.0,9.0,77.0,41.0,,,,16.0,
25 ene. 2017 16:01,6.0,24.0,8.0,70.0,33.0,,,,39.0,
25 ene. 2017 17:01,9.0,29.0,11.0,63.0,42.0,,,,27.0,
25 ene. 2017 18:01,9.0,32.0,10.0,62.0,46.0,,,,30.0,
25 ene. 2017 19:01,11.0,47.0,11.0,51.0,63.0,,,,24.0,
25 ene. 2017 20:01,21.0,102.0,11.0,20.0,134.0,,,,36.0,
25 ene. 2017 21:01,55.0,138.0,13.0,3.0,221.0,,,,62.0,
25 ene. 2017 22:01,49.0,128.0,10.0,3.0,203.0,,,,53.0,
25 ene. 2017 23:01,11.0,87.0,7.0,11.0,104.0,,,,38.0,
26 ene. 2017 00:01,6.0,52.0,8.0,29.0,61.0,,,,32.0,
26 ene. 2017 01:01,3.0,30.0,10.0,40.0,35.0,,,,23.0,
26 ene. 2017 02:01,5.0,27.0,12.0,44.0,35.0,,,,21.0,
26 ene. 2017 03:01,4.0,23.0,14.0,39.0,29.0,,,,9.0,
26 ene. 2017 04:01,3.0,24.0,10.0,39.0,29.0,,,,11.0,
26 ene. 2017 05:01,4.0,27.0,11.0,33.0,33.0,,,,9.0,
26 ene. 2017 06:01,5.0,25.0,12.0,50.0,32.0,,,,7.0,
26 ene. 2017 07:01,4.0,34.0,9.0,44.0,40.0,,,,10.0,
26 ene. 2017 08:01,8.0,37.0,12.0,45.0,49.0,,,,11.0,
26 ene. 2017 09:01,9.0,53.0,12.0,42.0,67.0,,,,23.0,
26 ene. 2017 10:01,37.0,101.0,10.0,13.0,158.0,,,,47.0,
26 ene. 2017 11:01,11.0,48.0,10.0,48.0,64.0,,,,19.0,
26 ene. 2017 12:01,10.0,44.0,9.0,47.0,60.0,,,,26.0,
26 ene. 2017 13:01,22.0,49.0,10.0,57.0,82.0,,,,23.0,
26 ene. 2017 14:01,11.0,39.0,10.0,64.0,56.0,,,,37.0,
26 ene. 2017 15:01,10.0,40.0,7.0,63.0,56.0,,,,38.0,
26 ene. 2017 16:01,9.0,38.0,10.0,68.0,52.0,,,,28.0,
26 ene. 2017 17:01,6.0,37.0,11.0,67.0,46.0,,,,34.0,
26 ene. 2017 18:01,8.0,37.0,12.0,66.0,49.0,,,,27.0,
26 ene. 2017 19:01,9.0,55.0,9.0,55.0,68.0,,,,33.0,
26 ene. 2017 20:01,20.0,104.0,8.0,32.0,134.0,,,,48.0,
26 ene. 2017 21:01,50.0,130.0,9.0,6.0,206.0,,,,65.0,
26 ene. 2017 22:01,55.0,143.0,8.0,3.0,228.0,,,,69.0,
26 ene. 2017 23:01,22.0,128.0,7.0,3.0,163.0,,,,50.0,
27 ene. 2017 00:01,8.0,97.0,6.0,8.0,109.0,,,,44.0,
27 ene. 2017 01:01,4.0,71.0,11.0,14.0,77.0,,,,34.0,
27 ene. 2017 02:01,3.0,48.0,13.0,25.0,53.0,,,,33.0,
27 ene. 2017 03:01,5.0,42.0,12.0,18.0,48.0,,,,27.0,
27 ene. 2017 04:01,3.0,34.0,12.0,24.0,38.0,,,,25.0,
27 ene. 2017 05:01,6.0,25.0,13.0,32.0,33.0,,,,17.0,
27 ene. 2017 06:01,4.0,30.0,12.0,30.0,37.0,,,,21.0,
27 ene. 2017 07:01,8.0,58.0,13.0,15.0,70.0,,,,18.0,
27 ene. 2017 08:01,46.0,79.0,17.0,2.0,149.0,,,,33.0,
27 ene. 2017 09:01,51.0,98.0,18.0,5.0,176.0,,,,41.0,
27 ene. 2017 10:01,100.0,109.0,11.0,3.0,261.0,,,,64.0,
27 ene. 2017 11:01,70.0,91.0,9.0,8.0,199.0,,,,65.0,
27 ene. 2017 12:01,33.0,86.0,8.0,20.0,136.0,,,,49.0,
27 ene. 2017 13:01,12.0,53.0,10.0,44.0,71.0,,,,18.0,
27 ene. 2017 14:01,9.0,26.0,12.0,65.0,39.0,,,,9.0,
27 ene. 2017 15:01,11.0,27.0,12.0,66.0,43.0,,,,6.0,
27 ene. 2017 16:01,6.0,19.0,10.0,68.0,28.0,,,,11.0,
27 ene. 2017 17:01,6.0,18.0,10.0,66.0,27.0,,,,7.0,
27 ene. 2017 18:01,7.0,24.0,8.0,62.0,34.0,,,,8.0,
27 ene. 2017 19:01,6.0,35.0,11.0,55.0,45.0,,,,4.0,
27 ene. 2017 20:01,7.0,40.0,11.0,55.0,51.0,,,,10.0,
27 ene. 2017 21:01,8.0,51.0,7.0,48.0,62.0,,,,9.0,
27 ene. 2017 22:01,7.0,43.0,10.0,57.0,53.0,,,,7.0,
27 ene. 2017 23:01,6.0,32.0,11.0,61.0,41.0,,,,9.0,
28 ene. 2017 00:01,5.0,14.0,9.0,67.0,22.0,,,,7.0,
28 ene. 2017 01:01,3.0,10.0,11.0,70.0,15.0,,,,5.0,
28 ene. 2017 02:01,3.0,10.0,14.0,70.0,15.0,,,,2.0,
28 ene. 2017 03:01,4.0,9.0,15.0,70.0,15.0,,,,4.0,
28 ene. 2017 04:01,4.0,9.0,11.0,70.0,14.0,,,,2.0,
28 ene. 2017 05:01,4.0,10.0,11.0,71.0,15.0,,,,2.0,
28 ene. 2017 06:01,4.0,14.0,10.0,63.0,19.0,,,,4.0,
28 ene. 2017 07:01,3.0,13.0,11.0,67.0,18.0,,,,2.0,
28 ene. 2017 08:01,7.0,23.0,11.0,65.0,34.0,,,,10.0,
28 ene. 2017 09:01,5.0,24.0,9.0,65.0,32.0,,,,9.0,
28 ene. 2017 10:01,6.0,25.0,8.0,66.0,35.0,,,,11.0,
28 ene. 2017 11:01,6.0,18.0,7.0,69.0,27.0,,,,11.0,
28 ene. 2017 12:01,6.0,13.0,9.0,72.0,22.0,,,,33.0,
28 ene. 2017 13:01,6.0,14.0,9.0,70.0,22.0,,,,31.0,
28 ene. 2017 14:01,7.0,17.0,7.0,69.0,28.0,,,,10.0,
28 ene. 2017 15:01,5.0,14.0,8.0,72.0,22.0,,,,11.0,
28 ene. 2017 16:01,5.0,13.0,10.0,72.0,19.0,,,,13.0,
28 ene. 2017 17:01,5.0,12.0,11.0,72.0,19.0,,,,13.0,
28 ene. 2017 18:01,5.0,15.0,11.0,66.0,23.0,,,,15.0,
28 ene. 2017 19:01,5.0,23.0,14.0,55.0,31.0,,,,17.0,
28 ene. 2017 20:01,6.0,56.0,13.0,38.0,65.0,,,,23.0,
28 ene. 2017 21:01,5.0,35.0,14.0,53.0,43.0,,,,11.0,
28 ene. 2017 22:01,4.0,40.0,12.0,46.0,45.0,,,,13.0,
28 ene. 2017 23:01,6.0,37.0,13.0,51.0,45.0,,,,7.0,
29 ene. 2017 00:01,4.0,17.0,11.0,54.0,24.0,,,,7.0,
29 ene. 2017 01:01,5.0,18.0,10.0,54.0,25.0,,,,7.0,
29 ene. 2017 02:01,4.0,12.0,7.0,51.0,18.0,,,,7.0,
29 ene. 2017 03:01,4.0,13.0,8.0,48.0,19.0,,,,9.0,
29 ene. 2017 04:01,4.0,15.0,9.0,50.0,20.0,,,,9.0,
29 ene. 2017 05:01,4.0,15.0,10.0,48.0,20.0,,,,6.0,
29 ene. 2017 06:01,4.0,15.0,11.0,47.0,21.0,,,,7.0,
29 ene. 2017 07:01,4.0,17.0,10.0,43.0,23.0,,,,7.0,
